 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P1W1
      OFFSETS:	0-3
       TOKENS:	P1W1-P1W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	وصلت
     IS_TRANS:	wSlt
        INDEX:	P1W2
      OFFSETS:	4-8
       TOKENS:	P1W2-P1W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wiSil_1]
   UNSPLITVOC:	(wiSilt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	wiSil+t
        GLOSS:	connect/arrive/reach+I

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P1W3
      OFFSETS:	9-11
       TOKENS:	P1W3-P1W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	ناني
     IS_TRANS:	nAny
        INDEX:	P1W4
      OFFSETS:	12-16
       TOKENS:	P1W4-P1W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAniy_1]
   UNSPLITVOC:	(nAniy)
          POS:	NOUN_PROP
          VOC:	nAniy
        GLOSS:	Nani

 INPUT STRING:	الحمد
     IS_TRANS:	AlHmd
        INDEX:	P1W5
      OFFSETS:	17-22
       TOKENS:	P1W5-P1W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hamod_1]
   UNSPLITVOC:	(AlHamod)
          POS:	DET+NOUN
          VOC:	Al+Hamod
        GLOSS:	the+commendation/praise

 INPUT STRING:	لله
     IS_TRANS:	llh
        INDEX:	P1W6
      OFFSETS:	23-26
       TOKENS:	P1W6-P1W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(lil~ah)
          POS:	PREP+NOUN_PROP
          VOC:	li+All~ah
        GLOSS:	for/to+Allah/God

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P1W7
      OFFSETS:	27-28
       TOKENS:	P1W8-P1W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	الرومين
     IS_TRANS:	Alrwmyn
        INDEX:	P1W8
      OFFSETS:	29-36
       TOKENS:	P1W9-P1W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(Alrwmyn)
          POS:	FOREIGN
          VOC:	Alrwmyn
        GLOSS:	nogloss

 INPUT STRING:	طلع
     IS_TRANS:	TlE
        INDEX:	P1W9
      OFFSETS:	37-40
       TOKENS:	P1W10-P1W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TiliE_1]
   UNSPLITVOC:	(TiliE)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	TiliE+(null)
        GLOSS:	ascend/begin to/rise/start/seems/come out/get out/turn be+he/it

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P1W10
      OFFSETS:	41-43
       TOKENS:	P1W11-P1W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	ببلاش
     IS_TRANS:	bblA$
        INDEX:	P1W11
      OFFSETS:	44-49
       TOKENS:	P1W12-P1W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balA$_1]
   UNSPLITVOC:	(bibalA$)
          POS:	PREP+NOUN
          VOC:	bi+balA$
        GLOSS:	with/by+free

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P1W12
      OFFSETS:	50-51
       TOKENS:	P1W14-P1W14
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	طمني
     IS_TRANS:	Tmny
        INDEX:	P1W13
      OFFSETS:	52-56
       TOKENS:	P1W15-P1W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tam~in_1]
   UNSPLITVOC:	(Tam~iniy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	Tam~in+iy
        GLOSS:	assuage/calm down/pacify/reassure+you

 INPUT STRING:	ماما
     IS_TRANS:	mAmA
        INDEX:	P1W14
      OFFSETS:	57-61
       TOKENS:	P1W16-P1W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mAmA_1]
   UNSPLITVOC:	(mAmA)
          POS:	NOUN
          VOC:	mAmA
        GLOSS:	mama

 INPUT STRING:	وحأحاول
     IS_TRANS:	wH>HAwl
        INDEX:	P1W15
      OFFSETS:	62-69
       TOKENS:	P1W17-P1W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAwil_1]
   UNSPLITVOC:	(wiHaAaHAwil)
          POS:	CONJ+FUT_PART+IV1S+IV
          VOC:	wi+Ha+Aa+HAwil
        GLOSS:	and+will+I+test/try/attempt/try out/test for ripeness/explore/invent/originate

 INPUT STRING:	أكلمكو
     IS_TRANS:	>klmkw
        INDEX:	P1W16
      OFFSETS:	70-76
       TOKENS:	P1W20-P1W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kal~im_1]
   UNSPLITVOC:	(Aakal~imkuw)
          POS:	IV1S+IV+IVSUFF_DO:2P
          VOC:	Aa+kal~im+kuw
        GLOSS:	I+talk/speak/talk to+you

 INPUT STRING:	أول
     IS_TRANS:	>wl
        INDEX:	P1W17
      OFFSETS:	77-80
       TOKENS:	P1W22-P1W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aaw~il_1]
   UNSPLITVOC:	(Aw~il)
          POS:	ADJ
          VOC:	Aw~il
        GLOSS:	first/explain/interpret/be explained/be interpreted/first-place/best/top

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P1W18
      OFFSETS:	81-83
       TOKENS:	P1W23-P1W23
